Category Code 	Description
"3.B.2.b.i - Forest Land converted to Cropland
3.C.1.b - Burning in Cropland
3.B.1.a - Forest land Remaining Forest land
3.C.1.a - Burning in Forest Land
3.B.3.b.i - Forest Land converted to Grassland
3.B.4.b.iii - Land converted to other wetlands
3.B.5.b.i - Forest Land converted to Settlements
3.B.6.b.i - Forest Land converted to Other Land
3.C.1.c - Burning in Grassland
3.C.1.d - Burning in All Other Land"	Dead wood stock
"3.B.2.b.i - Forest Land converted to Cropland
3.C.1.b - Burning in Cropland
3.B.1.a - Forest land Remaining Forest land
3.C.1.a - Burning in Forest Land
3.B.3.b.i - Forest Land converted to Grassland
3.B.4.b.iii - Land converted to other wetlands
3.B.5.b.i - Forest Land converted to Settlements
3.B.6.b.i - Forest Land converted to Other Land
3.C.1.c - Burning in Grassland
3.C.1.d - Burning in All Other Land"	Litter stock
"3.B.2.b.i - Forest Land converted to Cropland
3.B.1.a - Forest land Remaining Forest land
3.C.1.a - Burning in Forest Land
3.B.3.b.i - Forest Land converted to Grassland
3.B.6.b.i - Forest Land converted to Other Land
3.B.4.b.iii - Land converted to other wetlands
3.B.5.b.i - Forest Land converted to Settlements"	Aboveground Biomass
"3.B.2.b.i - Forest Land converted to Cropland
3.B.1.a - Forest land Remaining Forest land
3.C.1.a - Burning in Forest Land
3.B.3.b.i - Forest Land converted to Grassland
3.B.6.b.i - Forest Land converted to Other Land
3.B.4.b.iii - Land converted to other wetlands
3.B.5.b.i - Forest Land converted to Settlements"	Aboveground Biomass
"3.B.2.b.i - Forest Land converted to Cropland
3.B.1.a - Forest land Remaining Forest land
3.C.1.a - Burning in Forest Land
3.B.3.b.i - Forest Land converted to Grassland
3.B.6.b.i - Forest Land converted to Other Land
3.B.5.b.i - Forest Land converted to Settlements
3.B.4.b.iii - Land converted to other wetlands"	Aboveground Biomass
"3.B.2.b.i - Forest Land converted to Cropland
3.B.1.a - Forest land Remaining Forest land
3.C.1.a - Burning in Forest Land
3.B.3.b.i - Forest Land converted to Grassland
3.B.6.b.i - Forest Land converted to Other Land
3.B.5.b.i - Forest Land converted to Settlements
3.B.4.b.iii - Land converted to other wetlands"	Aboveground Biomass
3.B.1.a - Forest land Remaining Forest land	Aboveground Biomass
"3.B.2.b.i - Forest Land converted to Cropland
3.B.1.a - Forest land Remaining Forest land
3.C.1.a - Burning in Forest Land
3.B.3.b.i - Forest Land converted to Grassland
3.B.6.b.i - Forest Land converted to Other Land
3.B.4.b.iii - Land converted to other wetlands
3.B.5.b.i - Forest Land converted to Settlements"	Aboveground Biomass
"3.B.2.b.i - Forest Land converted to Cropland
3.B.1.a - Forest land Remaining Forest land
3.C.1.a - Burning in Forest Land
3.B.3.b.i - Forest Land converted to Grassland
3.B.6.b.i - Forest Land converted to Other Land
3.B.4.b.iii - Land converted to other wetlands
3.B.5.b.i - Forest Land converted to Settlements"	Aboveground Biomass
"3.B.2.b.i - Forest Land converted to Cropland
3.B.1.a - Forest land Remaining Forest land
3.C.1.a - Burning in Forest Land
3.B.3.b.i - Forest Land converted to Grassland
3.B.6.b.i - Forest Land converted to Other Land
3.B.4.b.iii - Land converted to other wetlands
3.B.5.b.i - Forest Land converted to Settlements"	Dead wood: standing
"3.B.2.b.i - Forest Land converted to Cropland
3.B.1.a - Forest land Remaining Forest land
3.C.1.a - Burning in Forest Land
3.B.3.b.i - Forest Land converted to Grassland
3.B.6.b.i - Forest Land converted to Other Land
3.B.4.b.iii - Land converted to other wetlands
3.B.5.b.i - Forest Land converted to Settlements"	Dead wood: fallen
"3.B.2.b.i - Forest Land converted to Cropland
3.B.1.a - Forest land Remaining Forest land
3.C.1.a - Burning in Forest Land
3.B.3.b.i - Forest Land converted to Grassland
3.B.6.b.i - Forest Land converted to Other Land
3.B.4.b.iii - Land converted to other wetlands
3.B.5.b.i - Forest Land converted to Settlements"	Dead wood: standing
"3.B.2.b.i - Forest Land converted to Cropland
3.B.1.a - Forest land Remaining Forest land
3.C.1.a - Burning in Forest Land
3.B.3.b.i - Forest Land converted to Grassland
3.B.6.b.i - Forest Land converted to Other Land
3.B.4.b.iii - Land converted to other wetlands
3.B.5.b.i - Forest Land converted to Settlements"	Dead wood: fallen
"3.B.2.b.i - Forest Land converted to Cropland
3.B.1 - Forest land
3.C.1.a - Burning in Forest Land
3.B.3.b.i - Forest Land converted to Grassland
3.B.6.b.i - Forest Land converted to Other Land
3.B.4.b.iii - Land converted to other wetlands
3.B.5.b.i - Forest Land converted to Settlements"	Aboveground Biomass
"3.B.2.b.i - Forest Land converted to Cropland
3.B.1 - Forest land
3.C.1.a - Burning in Forest Land
3.B.3.b.i - Forest Land converted to Grassland
3.B.6.b.i - Forest Land converted to Other Land
3.B.4.b.iii - Land converted to other wetlands
3.B.5.b.i - Forest Land converted to Settlements"	Aboveground Biomass
"3.B.2.b.i - Forest Land converted to Cropland
3.B.1.a - Forest land Remaining Forest land
3.C.1.a - Burning in Forest Land
3.B.3.b.i - Forest Land converted to Grassland
3.B.6.b.i - Forest Land converted to Other Land
3.B.4.b.iii - Land converted to other wetlands
3.B.5.b.i - Forest Land converted to Settlements"	Aboveground Biomass
"3.B.2.b.i - Forest Land converted to Cropland
3.B.1.a - Forest land Remaining Forest land
3.C.1.a - Burning in Forest Land
3.B.3.b.i - Forest Land converted to Grassland
3.B.6.b.i - Forest Land converted to Other Land
3.B.4.b.iii - Land converted to other wetlands
3.B.5.b.i - Forest Land converted to Settlements"	Aboveground Biomass
"3.B.2.b.i - Forest Land converted to Cropland
3.B.1.a - Forest land Remaining Forest land
3.C.1.a - Burning in Forest Land
3.B.3.b.i - Forest Land converted to Grassland
3.B.6.b.i - Forest Land converted to Other Land
3.B.4.b.iii - Land converted to other wetlands
3.B.5.b.i - Forest Land converted to Settlements"	Aboveground Biomass
"3.B.2.b.i - Forest Land converted to Cropland
3.B.1 - Forest land
3.C.1.a - Burning in Forest Land
3.B.3.b.i - Forest Land converted to Grassland
3.B.6.b.i - Forest Land converted to Other Land
3.B.4.b.iii - Land converted to other wetlands
3.B.5.b.i - Forest Land converted to Settlements"	Aboveground Biomass: standing stem
"3.B.2.b.i - Forest Land converted to Cropland
3.B.1 - Forest land
3.C.1.a - Burning in Forest Land
3.B.3.b.i - Forest Land converted to Grassland
3.B.6.b.i - Forest Land converted to Other Land
3.B.4.b.iii - Land converted to other wetlands
3.B.5.b.i - Forest Land converted to Settlements"	Aboveground Biomass: standing stem
"3.B.2.b.i - Forest Land converted to Cropland
3.B.1.a - Forest land Remaining Forest land
3.C.1.a - Burning in Forest Land
3.B.3.b.i - Forest Land converted to Grassland
3.B.6.b.i - Forest Land converted to Other Land
3.B.4.b.iii - Land converted to other wetlands
3.B.5.b.i - Forest Land converted to Settlements"	Aboveground Biomass: standing stem
"3.B.2.b.i - Forest Land converted to Cropland
3.B.1.a - Forest land Remaining Forest land
3.C.1.a - Burning in Forest Land
3.B.3.b.i - Forest Land converted to Grassland
3.B.6.b.i - Forest Land converted to Other Land
3.B.4.b.iii - Land converted to other wetlands
3.B.5.b.i - Forest Land converted to Settlements"	Aboveground Biomass: standing stem
"3.B.2.b.i - Forest Land converted to Cropland
3.B.1.a - Forest land Remaining Forest land
3.C.1.a - Burning in Forest Land
3.B.3.b.i - Forest Land converted to Grassland
3.B.6.b.i - Forest Land converted to Other Land
3.B.4.b.iii - Land converted to other wetlands
3.B.5.b.i - Forest Land converted to Settlements"	Aboveground Biomass: standing stem
"3.B.2.b.i - Forest Land converted to Cropland
3.B.1 - Forest land
3.C.1.a - Burning in Forest Land
3.B.3.b.i - Forest Land converted to Grassland
3.B.6.b.i - Forest Land converted to Other Land
3.B.4.b.iii - Land converted to other wetlands
3.B.5.b.i - Forest Land converted to Settlements"	Aboveground Biomass: foliage component
"3.B.2.b.i - Forest Land converted to Cropland
3.B.1 - Forest land
3.C.1.a - Burning in Forest Land
3.B.3.b.i - Forest Land converted to Grassland
3.B.6.b.i - Forest Land converted to Other Land
3.B.4.b.iii - Land converted to other wetlands
3.B.5.b.i - Forest Land converted to Settlements"	Aboveground Biomass: foliage component
"3.B.2.b.i - Forest Land converted to Cropland
3.B.1.a - Forest land Remaining Forest land
3.C.1.a - Burning in Forest Land
3.B.3.b.i - Forest Land converted to Grassland
3.B.6.b.i - Forest Land converted to Other Land
3.B.4.b.iii - Land converted to other wetlands
3.B.5.b.i - Forest Land converted to Settlements"	Aboveground Biomass: foliage component
"3.B.2.b.i - Forest Land converted to Cropland
3.B.1.a - Forest land Remaining Forest land
3.C.1.a - Burning in Forest Land
3.B.3.b.i - Forest Land converted to Grassland
3.B.6.b.i - Forest Land converted to Other Land
3.B.4.b.iii - Land converted to other wetlands
3.B.5.b.i - Forest Land converted to Settlements"	Aboveground Biomass: foliage component
"3.B.2.b.i - Forest Land converted to Cropland
3.B.1.a - Forest land Remaining Forest land
3.C.1.a - Burning in Forest Land
3.B.3.b.i - Forest Land converted to Grassland
3.B.6.b.i - Forest Land converted to Other Land
3.B.4.b.iii - Land converted to other wetlands
3.B.5.b.i - Forest Land converted to Settlements"	Aboveground Biomass: foliage component
"3.B.2.b.i - Forest Land converted to Cropland
3.B.1.a - Forest land Remaining Forest land
3.C.1.a - Burning in Forest Land
3.B.3.b.i - Forest Land converted to Grassland
3.B.6.b.i - Forest Land converted to Other Land
3.B.4.b.iii - Land converted to other wetlands
3.B.5.b.i - Forest Land converted to Settlements"	Aboveground Biomass
"3.B.2.b.i - Forest Land converted to Cropland
3.B.1.a - Forest land Remaining Forest land
3.C.1.a - Burning in Forest Land
3.B.3.b.i - Forest Land converted to Grassland
3.B.6.b.i - Forest Land converted to Other Land
3.B.4.b.iii - Land converted to other wetlands
3.B.5.b.i - Forest Land converted to Settlements"	Aboveground Biomass
"3.B.2.b.i - Forest Land converted to Cropland
3.B.1.a - Forest land Remaining Forest land
3.C.1.a - Burning in Forest Land
3.B.3.b.i - Forest Land converted to Grassland
3.B.6.b.i - Forest Land converted to Other Land
3.B.4.b.iii - Land converted to other wetlands
3.B.5.b.i - Forest Land converted to Settlements"	Aboveground Biomass
3.B.1.a - Forest land Remaining Forest land	Aboveground Biomass Increment
3.B.1.a - Forest land Remaining Forest land	Aboveground Biomass Increment
3.B.1.a - Forest land Remaining Forest land	Aboveground Biomass Increment
3.B.1.a - Forest land Remaining Forest land	Aboveground Biomass Increment
3.B.1.a - Forest land Remaining Forest land	Aboveground Biomass Increment
3.B.1 - Forest land	Aboveground Biomass Increment
3.B.1.a - Forest land Remaining Forest land	Aboveground Biomass Increment
3.B.1.a - Forest land Remaining Forest land	Aboveground Biomass Increment
3.B.1.a - Forest land Remaining Forest land	Aboveground Biomass Increment
"3.B.2.b.i - Forest Land converted to Cropland
3.B.1.a - Forest land Remaining Forest land
3.C.1.a - Burning in Forest Land
3.B.3.b.i - Forest Land converted to Grassland
3.B.6.b.i - Forest Land converted to Other Land
3.B.4.b.iii - Land converted to other wetlands
3.B.5.b.i - Forest Land converted to Settlements"	Aboveground Biomass
3.B.1.a - Forest land Remaining Forest land	Aboveground Biomass Increment
"3.B.2.b.i - Forest Land converted to Cropland
3.B.1.a - Forest land Remaining Forest land
3.C.1.a - Burning in Forest Land
3.B.3.b.i - Forest Land converted to Grassland
3.B.6.b.i - Forest Land converted to Other Land
3.B.4.b.iii - Land converted to other wetlands
3.B.5.b.i - Forest Land converted to Settlements"	Aboveground Biomass
3.B.1.a - Forest land Remaining Forest land	Aboveground Biomass Increment
"3.B.2.b.i - Forest Land converted to Cropland
3.B.1.a - Forest land Remaining Forest land
3.C.1.a - Burning in Forest Land
3.B.3.b.i - Forest Land converted to Grassland
3.B.6.b.i - Forest Land converted to Other Land
3.B.4.b.iii - Land converted to other wetlands
3.B.5.b.i - Forest Land converted to Settlements"	Aboveground Biomass
"3.B.2.b.i - Forest Land converted to Cropland
3.B.1.a - Forest land Remaining Forest land
3.C.1.a - Burning in Forest Land
3.B.3.b.i - Forest Land converted to Grassland
3.B.6.b.i - Forest Land converted to Other Land
3.B.4.b.iii - Land converted to other wetlands
3.B.5.b.i - Forest Land converted to Settlements"	Aboveground Biomass
"3.B.2.b.i - Forest Land converted to Cropland
3.B.1.a - Forest land Remaining Forest land
3.C.1.a - Burning in Forest Land
3.B.3.b.i - Forest Land converted to Grassland
3.B.6.b.i - Forest Land converted to Other Land
3.B.4.b.iii - Land converted to other wetlands
3.B.5.b.i - Forest Land converted to Settlements"	Aboveground Biomass
"3.B.2.b.i - Forest Land converted to Cropland
3.B.1.a - Forest land Remaining Forest land
3.C.1.a - Burning in Forest Land
3.B.3.b.i - Forest Land converted to Grassland
3.B.6.b.i - Forest Land converted to Other Land
3.B.4.b.iii - Land converted to other wetlands
3.B.5.b.i - Forest Land converted to Settlements"	Aboveground Biomass
"3.B.2.b.i - Forest Land converted to Cropland
3.B.1.a - Forest land Remaining Forest land
3.C.1.a - Burning in Forest Land
3.B.3.b.i - Forest Land converted to Grassland
3.B.6.b.i - Forest Land converted to Other Land
3.B.4.b.iii - Land converted to other wetlands
3.B.5.b.i - Forest Land converted to Settlements"	Aboveground Biomass
"3.B.2.b.i - Forest Land converted to Cropland
3.B.1.a - Forest land Remaining Forest land
3.C.1.a - Burning in Forest Land
3.B.3.b.i - Forest Land converted to Grassland
3.B.6.b.i - Forest Land converted to Other Land
3.B.4.b.iii - Land converted to other wetlands
3.B.5.b.i - Forest Land converted to Settlements"	Aboveground Biomass
"3.B.2.b.i - Forest Land converted to Cropland
3.B.1.a - Forest land Remaining Forest land
3.C.1.a - Burning in Forest Land
3.B.3.b.i - Forest Land converted to Grassland
3.B.6.b.i - Forest Land converted to Other Land
3.B.4.b.iii - Land converted to other wetlands
3.B.5.b.i - Forest Land converted to Settlements"	Aboveground Biomass
"3.B.2.b.i - Forest Land converted to Cropland
3.B.1.a - Forest land Remaining Forest land
3.C.1.a - Burning in Forest Land
3.B.3.b.i - Forest Land converted to Grassland
3.B.6.b.i - Forest Land converted to Other Land
3.B.4.b.iii - Land converted to other wetlands
3.B.5.b.i - Forest Land converted to Settlements"	Aboveground Biomass
"3.B.2.b.i - Forest Land converted to Cropland
3.B.1.a - Forest land Remaining Forest land
3.C.1.a - Burning in Forest Land
3.B.3.b.i - Forest Land converted to Grassland
3.B.6.b.i - Forest Land converted to Other Land
3.B.4.b.iii - Land converted to other wetlands
3.B.5.b.i - Forest Land converted to Settlements"	Aboveground Biomass
"3.B.2.b.i - Forest Land converted to Cropland
3.B.1.a - Forest land Remaining Forest land
3.C.1.a - Burning in Forest Land
3.B.3.b.i - Forest Land converted to Grassland
3.B.6.b.i - Forest Land converted to Other Land
3.B.4.b.iii - Land converted to other wetlands
3.B.5.b.i - Forest Land converted to Settlements"	Aboveground Biomass
"3.B.2.b.i - Forest Land converted to Cropland
3.B.1.a - Forest land Remaining Forest land
3.C.1.a - Burning in Forest Land
3.B.3.b.i - Forest Land converted to Grassland
3.B.6.b.i - Forest Land converted to Other Land
3.B.4.b.iii - Land converted to other wetlands
3.B.5.b.i - Forest Land converted to Settlements"	Aboveground Biomass
"3.B.2.b.i - Forest Land converted to Cropland
3.B.1.a - Forest land Remaining Forest land
3.C.1.a - Burning in Forest Land
3.B.3.b.i - Forest Land converted to Grassland
3.B.6.b.i - Forest Land converted to Other Land
3.B.4.b.iii - Land converted to other wetlands
3.B.5.b.i - Forest Land converted to Settlements"	Aboveground Biomass
"3.B.2.b.i - Forest Land converted to Cropland
3.B.1.a - Forest land Remaining Forest land
3.C.1.a - Burning in Forest Land
3.B.3.b.i - Forest Land converted to Grassland
3.B.6.b.i - Forest Land converted to Other Land
3.B.4.b.iii - Land converted to other wetlands
3.B.5.b.i - Forest Land converted to Settlements"	Aboveground Biomass
"3.B.2.b.i - Forest Land converted to Cropland
3.B.1.a - Forest land Remaining Forest land
3.C.1.a - Burning in Forest Land
3.B.3.b.i - Forest Land converted to Grassland
3.B.6.b.i - Forest Land converted to Other Land
3.B.4.b.iii - Land converted to other wetlands
3.B.5.b.i - Forest Land converted to Settlements"	Aboveground Biomass
"3.B.2.b.i - Forest Land converted to Cropland
3.B.1.a - Forest land Remaining Forest land
3.C.1.a - Burning in Forest Land
3.B.3.b.i - Forest Land converted to Grassland
3.B.6.b.i - Forest Land converted to Other Land
3.B.4.b.iii - Land converted to other wetlands
3.B.5.b.i - Forest Land converted to Settlements"	Aboveground Biomass
"3.B.2.b.i - Forest Land converted to Cropland
3.B.1.a - Forest land Remaining Forest land
3.C.1.a - Burning in Forest Land
3.B.3.b.i - Forest Land converted to Grassland
3.B.6.b.i - Forest Land converted to Other Land
3.B.4.b.iii - Land converted to other wetlands
3.B.5.b.i - Forest Land converted to Settlements"	Aboveground Biomass
"3.B.2.b.i - Forest Land converted to Cropland
3.B.1.a - Forest land Remaining Forest land
3.C.1.a - Burning in Forest Land
3.B.3.b.i - Forest Land converted to Grassland
3.B.6.b.i - Forest Land converted to Other Land
3.B.4.b.iii - Land converted to other wetlands
3.B.5.b.i - Forest Land converted to Settlements"	Aboveground Biomass
"3.B.2.b.i - Forest Land converted to Cropland
3.B.1.a - Forest land Remaining Forest land
3.C.1.a - Burning in Forest Land
3.B.3.b.i - Forest Land converted to Grassland
3.B.6.b.i - Forest Land converted to Other Land
3.B.4.b.iii - Land converted to other wetlands
3.B.5.b.i - Forest Land converted to Settlements"	Aboveground Biomass
"3.B.2.b.i - Forest Land converted to Cropland
3.B.1.a - Forest land Remaining Forest land
3.C.1.a - Burning in Forest Land
3.B.3.b.i - Forest Land converted to Grassland
3.B.6.b.i - Forest Land converted to Other Land
3.B.4.b.iii - Land converted to other wetlands
3.B.5.b.i - Forest Land converted to Settlements"	Aboveground Biomass
"3.B.2.b.i - Forest Land converted to Cropland
3.B.1.a - Forest land Remaining Forest land
3.C.1.a - Burning in Forest Land
3.B.3.b.i - Forest Land converted to Grassland
3.B.6.b.i - Forest Land converted to Other Land
3.B.4.b.iii - Land converted to other wetlands
3.B.5.b.i - Forest Land converted to Settlements"	Aboveground Biomass
"3.B.2.b.i - Forest Land converted to Cropland
3.B.1.a - Forest land Remaining Forest land
3.C.1.a - Burning in Forest Land
3.B.3.b.i - Forest Land converted to Grassland
3.B.6.b.i - Forest Land converted to Other Land
3.B.4.b.iii - Land converted to other wetlands
3.B.5.b.i - Forest Land converted to Settlements"	Aboveground Biomass
"3.B.2.b.i - Forest Land converted to Cropland
3.B.1.a - Forest land Remaining Forest land
3.C.1.a - Burning in Forest Land
3.B.3.b.i - Forest Land converted to Grassland
3.B.6.b.i - Forest Land converted to Other Land
3.B.4.b.iii - Land converted to other wetlands
3.B.5.b.i - Forest Land converted to Settlements"	Aboveground Biomass
"3.B.2.b.i - Forest Land converted to Cropland
3.B.1.a - Forest land Remaining Forest land
3.C.1.a - Burning in Forest Land
3.B.3.b.i - Forest Land converted to Grassland
3.B.6.b.i - Forest Land converted to Other Land
3.B.4.b.iii - Land converted to other wetlands
3.B.5.b.i - Forest Land converted to Settlements"	Aboveground Biomass
"3.B.2.b.i - Forest Land converted to Cropland
3.B.1.a - Forest land Remaining Forest land
3.C.1.a - Burning in Forest Land
3.B.3.b.i - Forest Land converted to Grassland
3.B.6.b.i - Forest Land converted to Other Land
3.B.4.b.iii - Land converted to other wetlands
3.B.5.b.i - Forest Land converted to Settlements"	Aboveground Biomass
"3.B.2.b.i - Forest Land converted to Cropland
3.B.1.a - Forest land Remaining Forest land
3.C.1.a - Burning in Forest Land
3.B.3.b.i - Forest Land converted to Grassland
3.B.6.b.i - Forest Land converted to Other Land
3.B.4.b.iii - Land converted to other wetlands
3.B.5.b.i - Forest Land converted to Settlements"	Aboveground Biomass
"3.B.2.b.i - Forest Land converted to Cropland
3.B.1.a - Forest land Remaining Forest land
3.C.1.a - Burning in Forest Land
3.B.3.b.i - Forest Land converted to Grassland
3.B.6.b.i - Forest Land converted to Other Land
3.B.4.b.iii - Land converted to other wetlands
3.B.5.b.i - Forest Land converted to Settlements"	Aboveground Biomass
"3.B.2.b.i - Forest Land converted to Cropland
3.B.1.a - Forest land Remaining Forest land
3.C.1.a - Burning in Forest Land
3.B.3.b.i - Forest Land converted to Grassland
3.B.6.b.i - Forest Land converted to Other Land
3.B.4.b.iii - Land converted to other wetlands
3.B.5.b.i - Forest Land converted to Settlements"	Aboveground Biomass
"3.B.2.b.i - Forest Land converted to Cropland
3.B.1.a - Forest land Remaining Forest land
3.C.1.a - Burning in Forest Land
3.B.3.b.i - Forest Land converted to Grassland
3.B.6.b.i - Forest Land converted to Other Land
3.B.4.b.iii - Land converted to other wetlands
3.B.5.b.i - Forest Land converted to Settlements"	Aboveground Biomass
"3.B.2.b.i - Forest Land converted to Cropland
3.B.1.a - Forest land Remaining Forest land
3.C.1.a - Burning in Forest Land
3.B.3.b.i - Forest Land converted to Grassland
3.B.6.b.i - Forest Land converted to Other Land
3.B.4.b.iii - Land converted to other wetlands
3.B.5.b.i - Forest Land converted to Settlements"	Aboveground Biomass
"3.B.2.b.i - Forest Land converted to Cropland
3.B.1.a - Forest land Remaining Forest land
3.C.1.a - Burning in Forest Land
3.B.3.b.i - Forest Land converted to Grassland
3.B.6.b.i - Forest Land converted to Other Land
3.B.4.b.iii - Land converted to other wetlands
3.B.5.b.i - Forest Land converted to Settlements"	Aboveground Biomass
"3.B.2.b.i - Forest Land converted to Cropland
3.B.1.a - Forest land Remaining Forest land
3.C.1.a - Burning in Forest Land
3.B.3.b.i - Forest Land converted to Grassland
3.B.6.b.i - Forest Land converted to Other Land
3.B.4.b.iii - Land converted to other wetlands
3.B.5.b.i - Forest Land converted to Settlements"	Aboveground Biomass
	Methane emission factor for abandoned unplugged oil wells in the United States and Canada
	Methane emission factor for abandoned unplugged gas wells  in the United States and Canada
	Methane emission factor for abandoned unplugged gas wells  in the United States and Canada
	Methane emission factor for abandoned unplugged gas wells  in the United States and Canada
	Methane emission factor for abandoned unplugged gas wells  in the United States and Canada
	Methane emission factor for abandoned unplugged gas wells  in the United States and Canada
	Methane emission factor for abandoned unplugged gas wells  in the United States and Canada
	Methane emission factor for abandoned unplugged gas wells  in the United States and Canada
	Methane emission factor for abandoned unplugged gas wells  in the United States and Canada
	Methane emission factor for abandoned unplugged gas wells  in the United States and Canada
	Methane emission factor for abandoned unplugged gas wells  in the United States and Canada
	Methane emission factor for abandoned unplugged gas wells  in the United States and Canada
1.B.1.a.i - Underground mines	Fugitive emissions from underground mining activities Average (weighted based on coal production)
1.B.1.a.i - Underground mines	Fugitive emissions from underground mining activities Average (weighted based on coal production)
1.B.1.a.i - Underground mines	Fugitive emissions from underground mining activities Average (weighted based on coal production)
1.B.1.a.i - Underground mines	Fugitive methane emissions from underground coal mining activities from Degree-I mines. Average (weighted based on coal production)
1.B.1.a.i - Underground mines	Fugitive methane emissions from underground coal mining activities from Degree-II mines. Average (weighted based on coal production)
1.B.1.a.i - Underground mines	Fugitive methane emissions from underground coal mining activities from Degree-III mines. Average (weighted based on coal production)
	Emissions from abandoned PLUGGED oil and gas wells in California
	Emissions from abandoned IDLE and ORPHANED  oil and gas wells in California
"1 - Energy
1.A - Fuel Combustion Activities
1.A.1 - Energy Industries
1.A.1.a - Main Activity Electricity and Heat Production
1.A.1.a.i - Electricity Generation"	
"1 - Energy
1.A - Fuel Combustion Activities
1.A.1 - Energy Industries
1.A.1.a - Main Activity Electricity and Heat Production
1.A.1.a.i - Electricity Generation"	
"1 - Energy
1.A - Fuel Combustion Activities
1.A.1 - Energy Industries
1.A.1.a - Main Activity Electricity and Heat Production
1.A.1.a.i - Electricity Generation"	
"1 - Energy
1.A - Fuel Combustion Activities
1.A.1 - Energy Industries
1.A.1.a - Main Activity Electricity and Heat Production
1.A.1.a.i - Electricity Generation"	
"1 - Energy
1.A - Fuel Combustion Activities
1.A.1 - Energy Industries
1.A.1.a - Main Activity Electricity and Heat Production
1.A.1.a.i - Electricity Generation"	
"1 - Energy
1.A - Fuel Combustion Activities
1.A.1 - Energy Industries
1.A.1.a - Main Activity Electricity and Heat Production
1.A.1.a.i - Electricity Generation"	
"1 - Energy
1.A - Fuel Combustion Activities
1.A.1 - Energy Industries
1.A.1.a - Main Activity Electricity and Heat Production
1.A.1.a.i - Electricity Generation"	
"1 - Energy
1.A - Fuel Combustion Activities
1.A.1 - Energy Industries
1.A.1.a - Main Activity Electricity and Heat Production
1.A.1.a.i - Electricity Generation"	
"1 - Energy
1.A - Fuel Combustion Activities
1.A.1 - Energy Industries
1.A.1.a - Main Activity Electricity and Heat Production
1.A.1.a.i - Electricity Generation"	
"1 - Energy
1.A - Fuel Combustion Activities
1.A.1 - Energy Industries
1.A.1.a - Main Activity Electricity and Heat Production
1.A.1.a.i - Electricity Generation"	
"1 - Energy
1.A - Fuel Combustion Activities
1.A.1 - Energy Industries
1.A.1.a - Main Activity Electricity and Heat Production
1.A.1.a.i - Electricity Generation"	
"1 - Energy
1.A - Fuel Combustion Activities
1.A.1 - Energy Industries
1.A.1.a - Main Activity Electricity and Heat Production
1.A.1.a.i - Electricity Generation"	
"1 - Energy
1.A - Fuel Combustion Activities
1.A.1 - Energy Industries
1.A.1.a - Main Activity Electricity and Heat Production
1.A.1.a.i - Electricity Generation"	
"1 - Energy
1.A - Fuel Combustion Activities
1.A.1 - Energy Industries
1.A.1.a - Main Activity Electricity and Heat Production
1.A.1.a.i - Electricity Generation"	
"1 - Energy
1.A - Fuel Combustion Activities
1.A.1 - Energy Industries
1.A.1.a - Main Activity Electricity and Heat Production
1.A.1.a.i - Electricity Generation"	
"1 - Energy
1.A - Fuel Combustion Activities
1.A.1 - Energy Industries
1.A.1.a - Main Activity Electricity and Heat Production
1.A.1.a.i - Electricity Generation"	
4.A - Solid Waste Disposal	Methane oxidation
4.A - Solid Waste Disposal	Methane oxidation
4.A - Solid Waste Disposal	Methane oxidation
4.A - Solid Waste Disposal	Methane oxidation
4.A - Solid Waste Disposal	Methane oxidation
4.A - Solid Waste Disposal	Methane oxidation
4.D.1 - Domestic Wastewaster Treatment and Discharge	Emission factor for wastewater treatment plants (WWTPs)
4.D.1 - Domestic Wastewaster Treatment and Discharge	Emission factor for wastewater treatment plants (WWTPs)
4.D.1 - Domestic Wastewaster Treatment and Discharge	Emission factor for wastewater treatment plants (WWTPs)
4.D.1 - Domestic Wastewaster Treatment and Discharge	Emission factor for wastewater treatment plants (WWTPs)
4.D.1 - Domestic Wastewaster Treatment and Discharge	Emission factor for wastewater treatment plants (WWTPs)
4.D - Wastewater Treatment and Discharge	Emission factor
4.D - Wastewater Treatment and Discharge	Emission factor
4.D - Wastewater Treatment and Discharge	Emission factor
4.A.1 - Managed Waste Disposal Sites	Reaction constant
4.A.1 - Managed Waste Disposal Sites	DOC (degradable organic carbon) leached from SWDS
4.A.1 - Managed Waste Disposal Sites	Fraction of CH4 in generated landfill gas
4.A.1 - Managed Waste Disposal Sites	Methane emission rate
4.B - Biological Treatment of Solid Waste	Methane emission rate
4.B - Biological Treatment of Solid Waste	Nitrous oxide emission rate
4.B - Biological Treatment of Solid Waste	Methane emission rate
4.B - Biological Treatment of Solid Waste	Methane emission rate
4.B - Biological Treatment of Solid Waste	Methane emission rate
4.B - Biological Treatment of Solid Waste	Methane emission rate
4.B - Biological Treatment of Solid Waste	Methane emission rate
4.B - Biological Treatment of Solid Waste	Methane emission rate
4.B - Biological Treatment of Solid Waste	Nitrous oxide emission rate
4.B - Biological Treatment of Solid Waste	Nitrous oxide emission rate
4.B - Biological Treatment of Solid Waste	Nitrous oxide emission rate
4.B - Biological Treatment of Solid Waste	Nitrous oxide emission rate
4.B - Biological Treatment of Solid Waste	Nitrous oxide emission rate
4.B - Biological Treatment of Solid Waste	Nitrous oxide emission rate
